,precision,recall,f1,IoU,by_sample_precision,by_sample_recall,by_sample_f1,threshold,record
2,0.27102005975245413,0.8956276445698167,0.41612057667103536,0.3,0.1659545408191911,0.9538470657191968,0.28272017271433625,125,01-02-0012
2,0.5841836734693877,0.8439803439803439,0.6904522613065326,0.3,0.40880879234780704,0.852103057340057,0.5525322359581211,125,01-02-0009
3,0.49197431781701445,0.7710691823899372,0.6006859382655562,0.4,0.3485041822547608,0.8215136080050635,0.4893958545799279,125,01-02-0010
3,0.470961887477314,0.8564356435643564,0.607728337236534,0.4,0.3413838313406758,0.8845778224231263,0.4926427596013202,125,01-02-0011
3,0.23986342296201452,0.7926657263751763,0.36828309305373524,0.4,0.1659545408191911,0.9538470657191968,0.28272017271433625,125,01-02-0012
3,0.5714285714285714,0.8255528255528255,0.6753768844221105,0.4,0.40880879234780704,0.852103057340057,0.5525322359581211,125,01-02-0009
4,0.603085553997195,0.5408805031446541,0.5702917771883289,0.5,0.4806719121612821,0.6006088188311884,0.5339885954381752,150,01-02-0010
4,0.5813609467455622,0.6485148514851485,0.6131045241809673,0.5,0.46890088841223826,0.6984415983034767,0.5611033431499192,150,01-02-0011
4,0.32230311052283256,0.68688293370945,0.4387387387387388,0.5,0.25601464952282266,0.8526043347404886,0.3937857876126383,150,01-02-0012
4,0.671523178807947,0.6228501228501229,0.6462715105162523,0.5,0.5268616637065867,0.6439733475978042,0.5795605119804069,150,01-02-0009
5,0.544179523141655,0.4880503144654088,0.5145888594164456,0.6,0.4806719121612821,0.6006088188311884,0.5339885954381752,150,01-02-0010
5,0.5355029585798816,0.5973597359735974,0.5647425897035881,0.6,0.46890088841223826,0.6984415983034767,0.5611033431499192,150,01-02-0011
5,0.25082726671078753,0.5345557122708039,0.34144144144144145,0.6,0.25601464952282266,0.8526043347404886,0.3937857876126383,150,01-02-0012
5,0.6172185430463576,0.5724815724815725,0.5940089228808159,0.6,0.5268616637065867,0.6439733475978042,0.5795605119804069,150,01-02-0009
6,0.41514726507713884,0.3723270440251572,0.3925729442970823,0.7,0.4806719121612821,0.6006088188311884,0.5339885954381752,150,01-02-0010
6,0.40828402366863903,0.45544554455445546,0.43057722308892354,0.7,0.46890088841223826,0.6984415983034767,0.5611033431499192,150,01-02-0011
6,0.14956982131039048,0.31875881523272215,0.2036036036036036,0.7,0.25601464952282266,0.8526043347404886,0.3937857876126383,150,01-02-0012
6,0.4821192052980132,0.44717444717444715,0.4639898024219248,0.7,0.5268616637065867,0.6439733475978042,0.5795605119804069,150,01-02-0009
7,0.3411458333333333,0.16477987421383647,0.22222222222222218,0.8,0.590782375384147,0.3742909671780343,0.45825430445981147,175,01-02-0010
7,0.36930455635491605,0.25412541254125415,0.3010752688172043,0.8,0.5824040862471431,0.4995116915006418,0.5377824341628458,175,01-02-0011
7,0.14040728831725616,0.1847672778561354,0.15956151035322777,0.8,0.3558047123724253,0.6940655808960571,0.4704425031581861,175,01-02-0012
7,0.36629213483146067,0.20024570024570024,0.25893566322478156,0.8,0.5978391720106906,0.4100793028412956,0.4864708346681781,175,01-02-0009
8,0.09895833333333333,0.04779874213836478,0.06446140797285836,0.9,0.590782375384147,0.3742909671780343,0.45825430445981147,175,01-02-0010
8,0.1223021582733813,0.08415841584158416,0.09970674486803519,0.9,0.5824040862471431,0.4995116915006418,0.5377824341628458,175,01-02-0011
8,0.04715969989281887,0.06205923836389281,0.053593179049939106,0.9,0.3558047123724253,0.6940655808960571,0.4704425031581861,175,01-02-0012
8,0.1146067415730337,0.06265356265356266,0.08101667990468626,0.9,0.5978391720106906,0.4100793028412956,0.4864708346681781,175,01-02-0009
0,0.14433333333333334,0.9579646017699115,0.2508690614136732,0.1,0.06052919089299393,0.9807344263699547,0.11402119564134744,125,01-02-0016
0,0.3086859688195991,0.973314606741573,0.46871829556983424,0.1,0.16716334403940333,0.9719405463528835,0.2852642911787089,125,01-02-0014
0,0.1337448559670782,0.6701030927835051,0.22298456260720412,0.1,0.044247467700071576,0.6667029794651125,0.08298727053917995,125,01-02-0015
0,0.30450289790459206,0.9813218390804598,0.4647839401156856,0.1,0.18505562004366008,0.9463046319152025,0.3095724639539888,125,01-02-0013
1,0.125,0.8296460176991151,0.21726535341830822,0.2,0.06052919089299393,0.9807344263699547,0.11402119564134744,125,01-02-0016
1,0.2993318485523385,0.9438202247191011,0.4545147108555969,0.2,0.16716334403940333,0.9719405463528835,0.2852642911787089,125,01-02-0014
1,0.1337448559670782,0.6701030927835051,0.22298456260720412,0.2,0.044247467700071576,0.6667029794651125,0.08298727053917995,125,01-02-0015
1,0.30093624609897457,0.9698275862068966,0.4593399115345355,0.2,0.18505562004366008,0.9463046319152025,0.3095724639539888,125,01-02-0013
2,0.10366666666666667,0.6880530973451328,0.1801853997682503,0.3,0.06052919089299393,0.9807344263699547,0.11402119564134744,125,01-02-0016
2,0.2775055679287305,0.875,0.42137301318904297,0.3,0.16716334403940333,0.9719405463528835,0.2852642911787089,125,01-02-0014
2,0.1337448559670782,0.6701030927835051,0.22298456260720412,0.3,0.044247467700071576,0.6667029794651125,0.08298727053917995,125,01-02-0015
2,0.2839946500222916,0.9152298850574713,0.43348077577407285,0.3,0.18505562004366008,0.9463046319152025,0.3095724639539888,125,01-02-0013
3,0.077,0.5110619469026548,0.13383545770567787,0.4,0.06052919089299393,0.9807344263699547,0.11402119564134744,125,01-02-0016
3,0.2334075723830735,0.7359550561797753,0.3544132566790666,0.4,0.16716334403940333,0.9719405463528835,0.2852642911787089,125,01-02-0014
3,0.1337448559670782,0.6701030927835051,0.22298456260720412,0.4,0.044247467700071576,0.6667029794651125,0.08298727053917995,125,01-02-0015
3,0.2371823450735622,0.764367816091954,0.36202790064647844,0.4,0.18505562004366008,0.9463046319152025,0.3095724639539888,125,01-02-0013
4,0.0967885816235504,0.48008849557522126,0.16109873793615442,0.5,0.09036529050508212,0.9400935970614378,0.16488155330688142,150,01-02-0016
4,0.30605226960110044,0.625,0.41089566020313945,0.5,0.2637281077427029,0.8947583334467598,0.4073814138465805,150,01-02-0014
4,0.09855072463768116,0.35051546391752575,0.15384615384615383,0.5,0.030725150830440962,0.35922435862519747,0.05660847024085423,150,01-02-0015
4,0.33221250840618693,0.7097701149425287,0.4525881814017407,0.5,0.28071185073860927,0.8895716567445913,0.4267569431383612,150,01-02-0013
5,0.06467439785905442,0.32079646017699115,0.10764662212323682,0.6,0.09036529050508212,0.9400935970614378,0.16488155330688142,150,01-02-0016
5,0.21389270976616231,0.43679775280898875,0.2871652816251154,0.6,0.2637281077427029,0.8947583334467598,0.4073814138465805,150,01-02-0014
5,0.08695652173913043,0.30927835051546393,0.13574660633484165,0.6,0.030725150830440962,0.35922435862519747,0.05660847024085423,150,01-02-0015
5,0.25016812373907193,0.5344827586206896,0.3408153916628493,0.6,0.28071185073860927,0.8895716567445913,0.4267569431383612,150,01-02-0013
6,0.028991971454058876,0.14380530973451328,0.048255382331106156,0.7,0.09036529050508212,0.9400935970614378,0.16488155330688142,150,01-02-0016
6,0.12310866574965612,0.25140449438202245,0.16528162511542013,0.7,0.2637281077427029,0.8947583334467598,0.4073814138465805,150,01-02-0014
6,0.07246376811594203,0.25773195876288657,0.11312217194570136,0.7,0.030725150830440962,0.35922435862519747,0.05660847024085423,150,01-02-0015
6,0.14324142568930734,0.30603448275862066,0.1951442968392121,0.7,0.28071185073860927,0.8895716567445913,0.4267569431383612,150,01-02-0013
7,0.009812667261373774,0.048672566371681415,0.016332590942835932,0.8,0.09036529050508212,0.9400935970614378,0.16488155330688142,150,01-02-0016
7,0.05364511691884457,0.10955056179775281,0.07202216066481995,0.8,0.2637281077427029,0.8947583334467598,0.4073814138465805,150,01-02-0014
7,0.043478260869565216,0.15463917525773196,0.06787330316742082,0.8,0.030725150830440962,0.35922435862519747,0.05660847024085423,150,01-02-0015
7,0.06119704102219233,0.1307471264367816,0.08337150710032067,0.8,0.28071185073860927,0.8895716567445913,0.4267569431383612,150,01-02-0013
8,0.006246096189881324,0.022123893805309734,0.00974184120798831,0.9,0.13048462623048365,0.8642092975936774,0.22673512822493977,175,01-02-0016
8,0.031082529474812434,0.04073033707865169,0.03525835866261398,0.9,0.3774236052322565,0.7524738325007826,0.5027029484643888,175,01-02-0014
8,0.0037735849056603774,0.010309278350515464,0.0055248618784530384,0.9,0.013128015093828025,0.1265864153821014,0.02378892954935128,175,01-02-0015
8,0.04056795131845842,0.05747126436781609,0.04756242568370987,0.9,0.38630279156986,0.7609699433715696,0.5124584668879159,175,01-02-0013
0,0.4028197381671702,0.851063829787234,0.5468215994531784,0.1,0.23495655630643422,0.8566385423676174,0.368768313742967,125,01-02-0017
0,0.5588235294117647,0.8814432989690721,0.684,0.1,0.35103053181701777,0.8823936134280139,0.5022556118877363,125,01-02-0018
0,0.416289592760181,0.5822784810126582,0.48548812664907653,0.1,0.23236653534758198,0.5568788378904798,0.3279081780057958,125,01-02-0019
1,0.49174917491749176,0.6340425531914894,0.5539033457249071,0.2,0.3026469603853299,0.6459340545576894,0.41217349945170373,150,01-02-0017
1,0.7046046915725456,0.6967353951890034,0.7006479481641469,0.2,0.4829992567981114,0.7024354964971607,0.5724074173017484,150,01-02-0018
1,0.3474576271186441,0.25949367088607594,0.2971014492753623,0.2,0.1966537427084425,0.2511262768187698,0.22057671211408872,150,01-02-0019
2,0.4900990099009901,0.6319148936170212,0.5520446096654275,0.3,0.3026469603853299,0.6459340545576894,0.41217349945170373,150,01-02-0017
2,0.6898349261511729,0.6821305841924399,0.6859611231101512,0.3,0.4829992567981114,0.7024354964971607,0.5724074173017484,150,01-02-0018
2,0.3474576271186441,0.25949367088607594,0.2971014492753623,0.3,0.1966537427084425,0.2511262768187698,0.22057671211408872,150,01-02-0019
3,0.4834983498349835,0.6234042553191489,0.5446096654275092,0.4,0.3026469603853299,0.6459340545576894,0.41217349945170373,150,01-02-0017
3,0.6681146828844483,0.6606529209621993,0.6643628509719223,0.4,0.4829992567981114,0.7024354964971607,0.5724074173017484,150,01-02-0018
3,0.3389830508474576,0.25316455696202533,0.2898550724637681,0.4,0.1966537427084425,0.2511262768187698,0.22057671211408872,150,01-02-0019
4,0.47194719471947194,0.6085106382978723,0.5315985130111525,0.5,0.3026469603853299,0.6459340545576894,0.41217349945170373,150,01-02-0017
4,0.6255430060816681,0.6185567010309279,0.6220302375809936,0.5,0.4829992567981114,0.7024354964971607,0.5724074173017484,150,01-02-0018
4,0.3305084745762712,0.2468354430379747,0.28260869565217395,0.5,0.1966537427084425,0.2511262768187698,0.22057671211408872,150,01-02-0019
5,0.4306930693069307,0.5553191489361702,0.4851301115241636,0.6,0.3026469603853299,0.6459340545576894,0.41217349945170373,150,01-02-0017
5,0.527367506516073,0.5214776632302406,0.5244060475161988,0.6,0.4829992567981114,0.7024354964971607,0.5724074173017484,150,01-02-0018
5,0.3177966101694915,0.23734177215189872,0.2717391304347826,0.6,0.1966537427084425,0.2511262768187698,0.22057671211408872,150,01-02-0019
6,0.3201320132013201,0.4127659574468085,0.3605947955390334,0.7,0.3026469603853299,0.6459340545576894,0.41217349945170373,150,01-02-0017
6,0.39270199826238056,0.38831615120274915,0.3904967602591793,0.7,0.4829992567981114,0.7024354964971607,0.5724074173017484,150,01-02-0018
6,0.2796610169491525,0.2088607594936709,0.2391304347826087,0.7,0.1966537427084425,0.2511262768187698,0.22057671211408872,150,01-02-0019
7,0.26126126126126126,0.1851063829787234,0.21668742216687423,0.8,0.32554338668913224,0.4000414100108701,0.3589679277270721,175,01-02-0017
7,0.32748538011695905,0.19243986254295534,0.24242424242424243,0.8,0.5802065093865686,0.47270646485438284,0.5209687308399754,175,01-02-0018
7,0.11538461538461539,0.04746835443037975,0.06726457399103139,0.8,0.10751803959459737,0.07776142260285175,0.09025021570319242,175,01-02-0019
8,0.09009009009009009,0.06382978723404255,0.074719800747198,0.9,0.32554338668913224,0.4000414100108701,0.3589679277270721,175,01-02-0017
8,0.0935672514619883,0.054982817869415807,0.06926406926406926,0.9,0.5802065093865686,0.47270646485438284,0.5209687308399754,175,01-02-0018
8,0.03076923076923077,0.012658227848101266,0.017937219730941704,0.9,0.10751803959459737,0.07776142260285175,0.09025021570319242,175,01-02-0019
