,precision,recall,f1,IoU,by_sample_precision,by_sample_recall,by_sample_f1,threshold,record
3,0.04018789144050104,0.08995327102803738,0.05555555555555556,0.4,0.08964567198550435,0.3713609584144748,0.14442700156985872,-70,01-02-0012
3,0.06756756756756757,0.0898876404494382,0.07714561234329798,0.4,0.11393831411167024,0.2777308261145151,0.16158629237960928,-70,01-02-0011
4,0.014669926650366748,0.020134228187919462,0.016973125884016973,0.5,0.1315962409698985,0.3239953576921098,0.18717013785677955,-70,01-02-0009
4,0.028199566160520606,0.026183282980866064,0.027154046997389034,0.5,0.18471795602971852,0.315304114111572,0.232959043067812,-70,01-02-0010
4,0.012526096033402923,0.028037383177570093,0.017316017316017316,0.5,0.08964567198550435,0.3713609584144748,0.14442700156985872,-70,01-02-0012
4,0.02364864864864865,0.03146067415730337,0.027000964320154294,0.5,0.11393831411167024,0.2777308261145151,0.16158629237960928,-70,01-02-0011
5,0.0032599837000814994,0.0044742729306487695,0.003771805752003772,0.6,0.1315962409698985,0.3239953576921098,0.18717013785677955,-70,01-02-0009
5,0.006507592190889371,0.006042296072507553,0.006266318537859007,0.6,0.18471795602971852,0.315304114111572,0.232959043067812,-70,01-02-0010
5,0.003131524008350731,0.007009345794392523,0.004329004329004329,0.6,0.08964567198550435,0.3713609584144748,0.14442700156985872,-70,01-02-0012
5,0.0033783783783783786,0.0044943820224719105,0.0038572806171648984,0.6,0.11393831411167024,0.2777308261145151,0.16158629237960928,-70,01-02-0011
6,0.0009727626459143969,0.0011185682326621924,0.0010405827263267429,0.7,0.13707755437240415,0.282466140309754,0.18458038196001078,-80,01-02-0009
6,0.0014184397163120568,0.0010070493454179255,0.001177856301531213,0.7,0.20816896477322228,0.27053881317192924,0.23529086956021583,-80,01-02-0010
6,0.000646830530401035,0.0011682242990654205,0.000832639467110741,0.7,0.09601812705518252,0.32120935735943007,0.14784223014226291,-80,01-02-0012
6,0.002325581395348837,0.0022471910112359553,0.0022857142857142855,0.7,0.11747559922979882,0.20767894452660984,0.15006530847653135,-80,01-02-0011
7,0.0001950458357714063,0.0011185682326621924,0.0003321707357581797,0.8,0.05348890916920852,0.5481982471285725,0.09746768213502476,-20,01-02-0009
7,0.0,0.0,0.0,0.8,0.055302821419158196,0.5295278506729874,0.10014654004886002,-20,01-02-0010
7,0.0,0.0,0.0,0.8,0.0339026881227659,0.5744385830847734,0.06402660167819718,-20,01-02-0012
7,0.0,0.0,0.0,0.8,0.034343052244264406,0.577587623541564,0.06483127163205318,-20,01-02-0011
8,0.0,0.0,0.0,0.9,0.05348890916920852,0.5481982471285725,0.09746768213502476,-20,01-02-0009
8,0.0,0.0,0.0,0.9,0.055302821419158196,0.5295278506729874,0.10014654004886002,-20,01-02-0010
8,0.0,0.0,0.0,0.9,0.0339026881227659,0.5744385830847734,0.06402660167819718,-20,01-02-0012
8,0.0,0.0,0.0,0.9,0.034343052244264406,0.577587623541564,0.06483127163205318,-20,01-02-0011
0,0.2906804733727811,0.6846689895470384,0.4080996884735203,0.1,0.0978517215338337,0.45052106096364714,0.16078209134219615,-55,01-02-0014
0,0.09853249475890985,0.5465116279069767,0.16696269982238013,0.1,0.027124062168255067,0.3390361176339036,0.05022958387749636,-55,01-02-0015
0,0.38663171690694625,0.6818181818181818,0.49344856425982714,0.1,0.12606171830305338,0.4528024460981587,0.19721744035064015,-55,01-02-0016
0,0.10019646365422397,0.5625,0.17009449694274598,0.1,0.03495189122096441,0.3864536899455176,0.06410587774147111,-55,01-02-0013
1,0.25555555555555554,0.5209059233449478,0.3428899082568807,0.2,0.1068088445287028,0.42570632168837347,0.17077147549095045,-60,01-02-0014
1,0.06161745827984596,0.27906976744186046,0.10094637223974764,0.2,0.028795964831367725,0.2932274777293227,0.052441946891446434,-60,01-02-0015
1,0.3173828125,0.5007704160246533,0.3885236102809325,0.2,0.1354234345244763,0.4348748847770858,0.2065313836347038,-60,01-02-0016
1,0.08723235527359238,0.40441176470588236,0.14350945857795172,0.2,0.038004906190564396,0.3472222222222222,0.06851100044384541,-60,01-02-0013
2,0.14678899082568808,0.2229965156794425,0.17704011065006917,0.3,0.12674316262998336,0.37762108718665927,0.18978700763668047,-70,01-02-0014
2,0.021825396825396824,0.06395348837209303,0.03254437869822485,0.3,0.02936061612123676,0.193820120019382,0.050996140965101966,-70,01-02-0015
2,0.15331010452961671,0.2033898305084746,0.17483443708609273,0.3,0.15058308431207704,0.4067222734324063,0.21979151479807552,-70,01-02-0016
2,0.05465116279069768,0.17279411764705882,0.08303886925795052,0.3,0.042411885422823786,0.2635793297011722,0.07306677955823547,-70,01-02-0013
3,0.045871559633027525,0.06968641114982578,0.05532503457814661,0.4,0.12674316262998336,0.37762108718665927,0.18978700763668047,-70,01-02-0014
3,0.00992063492063492,0.029069767441860465,0.014792899408284021,0.4,0.02936061612123676,0.193820120019382,0.050996140965101966,-70,01-02-0015
3,0.06620209059233449,0.08782742681047766,0.07549668874172186,0.4,0.15058308431207704,0.4067222734324063,0.21979151479807552,-70,01-02-0016
3,0.018604651162790697,0.058823529411764705,0.028268551236749116,0.4,0.042411885422823786,0.2635793297011722,0.07306677955823547,-70,01-02-0013
4,0.01261467889908257,0.01916376306620209,0.015214384508990316,0.5,0.12674316262998336,0.37762108718665927,0.18978700763668047,-70,01-02-0014
4,0.001984126984126984,0.005813953488372093,0.0029585798816568047,0.5,0.02936061612123676,0.193820120019382,0.050996140965101966,-70,01-02-0015
4,0.016260162601626018,0.02157164869029276,0.018543046357615896,0.5,0.15058308431207704,0.4067222734324063,0.21979151479807552,-70,01-02-0016
4,0.004651162790697674,0.014705882352941176,0.007067137809187279,0.5,0.042411885422823786,0.2635793297011722,0.07306677955823547,-70,01-02-0013
5,0.0022935779816513763,0.003484320557491289,0.0027662517289073307,0.6,0.12674316262998336,0.37762108718665927,0.18978700763668047,-70,01-02-0014
5,0.0,0.0,0.0,0.6,0.02936061612123676,0.193820120019382,0.050996140965101966,-70,01-02-0015
5,0.0011614401858304297,0.0015408320493066256,0.0013245033112582781,0.6,0.15058308431207704,0.4067222734324063,0.21979151479807552,-70,01-02-0016
5,0.0011627906976744186,0.003676470588235294,0.0017667844522968198,0.6,0.042411885422823786,0.2635793297011722,0.07306677955823547,-70,01-02-0013
6,0.0015384615384615385,0.0017421602787456446,0.0016339869281045752,0.7,0.1333991011728598,0.29549449802356187,0.18381575529093336,-80,01-02-0014
6,0.0,0.0,0.0,0.7,0.030252341004993022,0.13414588691341459,0.04937069172468191,-80,01-02-0015
6,0.0,0.0,0.0,0.7,0.15886907167443406,0.3588300096674835,0.22023214867229285,-80,01-02-0016
6,0.0,0.0,0.0,0.7,0.041878350147394425,0.17913158329205878,0.06788595472444794,-80,01-02-0013
7,0.0,0.0,0.0,0.8,0.1427571381666574,0.2238085525868516,0.1743221980150085,-90,01-02-0014
7,0.0,0.0,0.0,0.8,0.03237567982830525,0.098960080509896,0.04878945192263518,-90,01-02-0015
7,0.0,0.0,0.0,0.8,0.15974863369551343,0.2982216326805908,0.20805061750469753,-90,01-02-0016
7,0.0,0.0,0.0,0.8,0.040191925876902714,0.1253301964668978,0.060865120567660205,-90,01-02-0013
8,0.0,0.0,0.0,0.9,0.14706096289531323,0.1767236774375261,0.16053358271502555,-100,01-02-0014
8,0.0,0.0,0.0,0.9,0.023774876111067413,0.04506317790450632,0.031127302686628652,-100,01-02-0015
8,0.0,0.0,0.0,0.9,0.16279989843459364,0.24793722880460442,0.19654495778774642,-100,01-02-0016
8,0.0,0.0,0.0,0.9,0.03766515480181424,0.08671784711903582,0.052519091602194756,-100,01-02-0013
0,0.1596958174904943,0.2198952879581152,0.18502202643171806,0.1,0.047809024795903945,0.1334668608885652,0.07040010244671571,-60,01-02-0019
0,0.3403441682600382,0.6334519572953736,0.4427860696517412,0.1,0.13691537020887762,0.4327431092774053,0.20801650513650757,-60,01-02-0018
0,0.2902930402930403,0.5336700336700336,0.376037959667853,0.1,0.09999662322751914,0.3684875518076441,0.1573052531790396,-60,01-02-0017
1,0.11787072243346007,0.16230366492146597,0.13656387665198239,0.2,0.047809024795903945,0.1334668608885652,0.07040010244671571,-60,01-02-0019
1,0.3065646908859146,0.5705812574139977,0.3988391376451078,0.2,0.13691537020887762,0.4327431092774053,0.20801650513650757,-60,01-02-0018
1,0.24084249084249085,0.44276094276094274,0.31198102016607354,0.2,0.09999662322751914,0.3684875518076441,0.1573052531790396,-60,01-02-0017
2,0.05747126436781609,0.05235602094240838,0.0547945205479452,0.3,0.03683427059212702,0.06758315125030347,0.04768124009763199,-70,01-02-0019
2,0.2342629482071713,0.3487544483985765,0.2802669208770257,0.3,0.14956015044391804,0.37917024812331673,0.2145091695383947,-70,01-02-0018
2,0.15994623655913978,0.20033670033670034,0.1778774289985052,0.3,0.11723538212666419,0.2955117590190767,0.16787243587129402,-70,01-02-0017
3,0.011494252873563218,0.010471204188481676,0.010958904109589041,0.4,0.03683427059212702,0.06758315125030347,0.04768124009763199,-70,01-02-0019
3,0.08446215139442231,0.1257413997627521,0.10104861773117255,0.4,0.14956015044391804,0.37917024812331673,0.2145091695383947,-70,01-02-0018
3,0.04435483870967742,0.05555555555555555,0.04932735426008968,0.4,0.11723538212666419,0.2955117590190767,0.16787243587129402,-70,01-02-0017
4,0.0,0.0,0.0,0.5,0.03957921335970117,0.08746054867686331,0.054496634142651844,-65,01-02-0019
4,0.02142857142857143,0.03558718861209965,0.026749888542131076,0.5,0.14305499709601036,0.40366741160964986,0.21124665635083426,-65,01-02-0018
4,0.008918617614269788,0.013468013468013467,0.010731052984574111,0.5,0.11056605801233323,0.3348329233390445,0.16623817285804576,-65,01-02-0017
5,0.0,0.0,0.0,0.6,0.03683427059212702,0.06758315125030347,0.04768124009763199,-70,01-02-0019
5,0.004780876494023904,0.0071174377224199285,0.005719733079122974,0.6,0.14956015044391804,0.37917024812331673,0.2145091695383947,-70,01-02-0018
5,0.0,0.0,0.0,0.6,0.11723538212666419,0.2955117590190767,0.16787243587129402,-70,01-02-0017
6,0.0,0.0,0.0,0.7,0.02154308617234469,0.030013352755523186,0.025082424549835152,-80,01-02-0019
6,0.0,0.0,0.0,0.7,0.15656636227393153,0.32745974442725345,0.21184469294660416,-80,01-02-0018
6,0.0,0.0,0.0,0.7,0.12398896083218341,0.22361758540484145,0.1595258336662194,-80,01-02-0017
7,0.0,0.0,0.0,0.8,0.01196364891291844,0.01262442340373877,0.012285157403579236,-90,01-02-0019
7,0.0,0.0,0.0,0.8,0.1665700283012356,0.2765572173514412,0.2079138395261174,-90,01-02-0018
7,0.0,0.0,0.0,0.8,0.12587980698522974,0.17204445167650972,0.14538542424977757,-90,01-02-0017
8,0.0,0.0,0.0,0.9,0.015376992999238037,0.5217892692401068,0.02987361829737403,-20,01-02-0019
8,0.0,0.0,0.0,0.9,0.0488180990332278,0.5670849808033923,0.08989729605008567,-20,01-02-0018
8,0.0,0.0,0.0,0.9,0.028105791404108675,0.5740909134417505,0.053588069580414274,-20,01-02-0017
