,precision,recall,f1,IoU,by_sample_precision,by_sample_recall,by_sample_f1,threshold,record,evaluation,gold_standard
7,0.0019954389965792475,0.009873060648801129,0.0033198956604221018,0.8,0.09859071122935256,0.9821254511446561,0.1791931130780859,100,01-02-0012,record,E1
8,0.0,0.0,,0.9,0.09859071122935256,0.9821254511446561,0.1791931130780859,100,01-02-0012,record,E1
0,0.2893725992317542,0.9562764456981664,0.4442988204456095,0.1,0.1659514639979008,0.9538449379593772,0.28271561438252346,125,01-02-0012,record,E1
1,0.28425096030729835,0.9393511988716502,0.436435124508519,0.2,0.1659514639979008,0.9538449379593772,0.28271561438252346,125,01-02-0012,record,E1
2,0.27102005975245413,0.8956276445698167,0.41612057667103536,0.3,0.1659514639979008,0.9538449379593772,0.28271561438252346,125,01-02-0012,record,E1
3,0.23943661971830985,0.7912552891396333,0.3676277850589777,0.4,0.1659514639979008,0.9538449379593772,0.28271561438252346,125,01-02-0012,record,E1
4,0.18395219803670507,0.607898448519041,0.282437745740498,0.5,0.1659514639979008,0.9538449379593772,0.28271561438252346,125,01-02-0012,record,E1
5,0.12206572769953052,0.4033850493653032,0.18741808650065528,0.6,0.1659514639979008,0.9538449379593772,0.28271561438252346,125,01-02-0012,record,E1
6,0.05463081519419548,0.18053596614950634,0.08387942332896461,0.7,0.1659514639979008,0.9538449379593772,0.28271561438252346,125,01-02-0012,record,E1
7,0.01579172001707213,0.05218617771509168,0.024246395806028834,0.8,0.1659514639979008,0.9538449379593772,0.28271561438252346,125,01-02-0012,record,E1
8,0.0017072129748186087,0.005641748942172073,0.002621231979030144,0.9,0.1659514639979008,0.9538449379593772,0.28271561438252346,125,01-02-0012,record,E1
0,0.4010589013898081,0.8547249647390691,0.545945945945946,0.1,0.255994874249034,0.8525777812903396,0.3937595624758562,150,01-02-0012,record,E1
1,0.3990734612839179,0.8504936530324401,0.5432432432432431,0.2,0.255994874249034,0.8525777812903396,0.3937595624758562,150,01-02-0012,record,E1
2,0.38980807412309726,0.8307475317348378,0.5306306306306307,0.3,0.255994874249034,0.8525777812903396,0.3937595624758562,150,01-02-0012,record,E1
3,0.3739245532759762,0.7968970380818053,0.509009009009009,0.4,0.255994874249034,0.8525777812903396,0.3937595624758562,150,01-02-0012,record,E1
4,0.32164129715420253,0.685472496473907,0.4378378378378379,0.5,0.255994874249034,0.8525777812903396,0.3937595624758562,150,01-02-0012,record,E1
5,0.25082726671078753,0.5345557122708039,0.34144144144144145,0.6,0.255994874249034,0.8525777812903396,0.3937595624758562,150,01-02-0012,record,E1
6,0.14956982131039048,0.31875881523272215,0.2036036036036036,0.7,0.255994874249034,0.8525777812903396,0.3937595624758562,150,01-02-0012,record,E1
7,0.06485771012574454,0.1382228490832158,0.08828828828828829,0.8,0.255994874249034,0.8525777812903396,0.3937595624758562,150,01-02-0012,record,E1
8,0.013898080741230973,0.029619181946403384,0.01891891891891892,0.9,0.255994874249034,0.8525777812903396,0.3937595624758562,150,01-02-0012,record,E1
0,0.5251875669882101,0.691114245416079,0.5968331303288672,0.1,0.3557912079379066,0.6940712347532865,0.47043199750019526,175,01-02-0012,record,E1
1,0.5251875669882101,0.691114245416079,0.5968331303288672,0.2,0.3557912079379066,0.6940712347532865,0.47043199750019526,175,01-02-0012,record,E1
2,0.5155412647374062,0.6784203102961918,0.5858708891595615,0.3,0.3557912079379066,0.6940712347532865,0.47043199750019526,175,01-02-0012,record,E1
3,0.5016077170418006,0.6600846262341326,0.5700365408038977,0.4,0.3557912079379066,0.6940712347532865,0.47043199750019526,175,01-02-0012,record,E1
4,0.4705251875669882,0.6191819464033851,0.5347137637028015,0.5,0.3557912079379066,0.6940712347532865,0.47043199750019526,175,01-02-0012,record,E1
5,0.4030010718113612,0.5303244005641748,0.45797807551766134,0.6,0.3557912079379066,0.6940712347532865,0.47043199750019526,175,01-02-0012,record,E1
6,0.2872454448017149,0.37799717912552894,0.3264311814859927,0.7,0.3557912079379066,0.6940712347532865,0.47043199750019526,175,01-02-0012,record,E1
7,0.1414790996784566,0.1861777150916784,0.1607795371498173,0.8,0.3557912079379066,0.6940712347532865,0.47043199750019526,175,01-02-0012,record,E1
8,0.04715969989281887,0.06205923836389281,0.053593179049939106,0.9,0.3557912079379066,0.6940712347532865,0.47043199750019526,175,01-02-0012,record,E1
0,0.6093489148580968,0.5148095909732017,0.5581039755351682,0.1,0.4384839098931775,0.5193300666508601,0.475494999502513,200,01-02-0012,record,E1
1,0.6093489148580968,0.5148095909732017,0.5581039755351682,0.2,0.4384839098931775,0.5193300666508601,0.475494999502513,200,01-02-0012,record,E1
2,0.6076794657762938,0.5133991537376587,0.5565749235474007,0.3,0.4384839098931775,0.5193300666508601,0.475494999502513,200,01-02-0012,record,E1
3,0.5909849749582637,0.4992947813822285,0.5412844036697247,0.4,0.4384839098931775,0.5193300666508601,0.475494999502513,200,01-02-0012,record,E1
4,0.5692821368948247,0.4809590973201692,0.5214067278287462,0.5,0.4384839098931775,0.5193300666508601,0.475494999502513,200,01-02-0012,record,E1
5,0.5158597662771286,0.43582510578279265,0.4724770642201835,0.6,0.4384839098931775,0.5193300666508601,0.475494999502513,200,01-02-0012,record,E1
6,0.4023372287145242,0.33991537376586745,0.36850152905198774,0.7,0.4384839098931775,0.5193300666508601,0.475494999502513,200,01-02-0012,record,E1
7,0.22036727879799667,0.1861777150916784,0.2018348623853211,0.8,0.4384839098931775,0.5193300666508601,0.475494999502513,200,01-02-0012,record,E1
8,0.0651085141903172,0.05500705218617771,0.059633027522935776,0.9,0.4384839098931775,0.5193300666508601,0.475494999502513,200,01-02-0012,record,E1
0,0.648,0.3427362482369535,0.448339483394834,0.1,0.48400221934529314,0.344714033562528,0.4026525525433117,225,01-02-0012,record,E1
1,0.6453333333333333,0.34132581100141046,0.44649446494464945,0.2,0.48400221934529314,0.344714033562528,0.4026525525433117,225,01-02-0012,record,E1
2,0.6453333333333333,0.34132581100141046,0.44649446494464945,0.3,0.48400221934529314,0.344714033562528,0.4026525525433117,225,01-02-0012,record,E1
3,0.6293333333333333,0.3328631875881523,0.4354243542435424,0.4,0.48400221934529314,0.344714033562528,0.4026525525433117,225,01-02-0012,record,E1
4,0.616,0.32581100141043723,0.42619926199261987,0.5,0.48400221934529314,0.344714033562528,0.4026525525433117,225,01-02-0012,record,E1
5,0.56,0.29619181946403383,0.38745387453874536,0.6,0.48400221934529314,0.344714033562528,0.4026525525433117,225,01-02-0012,record,E1
6,0.45066666666666666,0.2383638928067701,0.3118081180811808,0.7,0.48400221934529314,0.344714033562528,0.4026525525433117,225,01-02-0012,record,E1
7,0.2853333333333333,0.15091678420310295,0.1974169741697417,0.8,0.48400221934529314,0.344714033562528,0.4026525525433117,225,01-02-0012,record,E1
8,0.10666666666666667,0.056417489421720736,0.07380073800738007,0.9,0.48400221934529314,0.344714033562528,0.4026525525433117,225,01-02-0012,record,E1
0,0.6486486486486487,0.20310296191819463,0.309344790547798,0.1,0.48751611209242374,0.20177033114676363,0.28541483251582606,250,01-02-0012,record,E1
1,0.6441441441441441,0.2016925246826516,0.30719656283566055,0.2,0.48751611209242374,0.20177033114676363,0.28541483251582606,250,01-02-0012,record,E1
2,0.6351351351351351,0.19887165021156558,0.30290010741138557,0.3,0.48751611209242374,0.20177033114676363,0.28541483251582606,250,01-02-0012,record,E1
3,0.6306306306306306,0.19746121297602257,0.3007518796992481,0.4,0.48751611209242374,0.20177033114676363,0.28541483251582606,250,01-02-0012,record,E1
4,0.6126126126126126,0.1918194640338505,0.29215896885069814,0.5,0.48751611209242374,0.20177033114676363,0.28541483251582606,250,01-02-0012,record,E1
5,0.5765765765765766,0.18053596614950634,0.2749731471535983,0.6,0.48751611209242374,0.20177033114676363,0.28541483251582606,250,01-02-0012,record,E1
6,0.46396396396396394,0.14527503526093088,0.22126745435016112,0.7,0.48751611209242374,0.20177033114676363,0.28541483251582606,250,01-02-0012,record,E1
7,0.2927927927927928,0.09167842031029619,0.13963480128893663,0.8,0.48751611209242374,0.20177033114676363,0.28541483251582606,250,01-02-0012,record,E1
8,0.06756756756756757,0.021156558533145273,0.0322234156820623,0.9,0.48751611209242374,0.20177033114676363,0.28541483251582606,250,01-02-0012,record,E1
0,0.0,0.0,,0.1,0.0174885077086688,0.9997481232107533,0.034375684532114315,0,01-02-0013,record,E1
1,0.0,0.0,,0.2,0.0174885077086688,0.9997481232107533,0.034375684532114315,0,01-02-0013,record,E1
2,0.0,0.0,,0.3,0.0174885077086688,0.9997481232107533,0.034375684532114315,0,01-02-0013,record,E1
3,0.0,0.0,,0.4,0.0174885077086688,0.9997481232107533,0.034375684532114315,0,01-02-0013,record,E1
4,0.0,0.0,,0.5,0.0174885077086688,0.9997481232107533,0.034375684532114315,0,01-02-0013,record,E1
5,0.0,0.0,,0.6,0.0174885077086688,0.9997481232107533,0.034375684532114315,0,01-02-0013,record,E1
6,0.0,0.0,,0.7,0.0174885077086688,0.9997481232107533,0.034375684532114315,0,01-02-0013,record,E1
7,0.0,0.0,,0.8,0.0174885077086688,0.9997481232107533,0.034375684532114315,0,01-02-0013,record,E1
8,0.0,0.0,,0.9,0.0174885077086688,0.9997481232107533,0.034375684532114315,0,01-02-0013,record,E1
0,0.05065023956194387,0.31805157593123207,0.08738437315489078,0.1,0.01896343477812484,0.9997358365381072,0.037220847929043545,25,01-02-0013,record,E1
1,0.015058179329226557,0.09455587392550144,0.02597913796496753,0.2,0.01896343477812484,0.9997358365381072,0.037220847929043545,25,01-02-0013,record,E1
2,0.004334930412959161,0.027220630372492838,0.007478842747490652,0.3,0.01896343477812484,0.9997358365381072,0.037220847929043545,25,01-02-0013,record,E1
3,0.0013689253935660506,0.008595988538681949,0.0023617398149970476,0.4,0.01896343477812484,0.9997358365381072,0.037220847929043545,25,01-02-0013,record,E1
4,0.00022815423226100844,0.0014326647564469914,0.000393623302499508,0.5,0.01896343477812484,0.9997358365381072,0.037220847929043545,25,01-02-0013,record,E1
5,0.0,0.0,,0.6,0.01896343477812484,0.9997358365381072,0.037220847929043545,25,01-02-0013,record,E1
6,0.0,0.0,,0.7,0.01896343477812484,0.9997358365381072,0.037220847929043545,25,01-02-0013,record,E1
7,0.0,0.0,,0.8,0.01896343477812484,0.9997358365381072,0.037220847929043545,25,01-02-0013,record,E1
8,0.0,0.0,,0.9,0.01896343477812484,0.9997358365381072,0.037220847929043545,25,01-02-0013,record,E1
0,0.09990735021618283,0.9269340974212035,0.18037357122943964,0.1,0.034459175262627664,0.9985501726277507,0.06661936889027695,50,01-02-0013,record,E1
1,0.07056825200741199,0.6547277936962751,0.12740451630889324,0.2,0.034459175262627664,0.9985501726277507,0.06661936889027695,50,01-02-0013,record,E1
2,0.03829524397776405,0.3553008595988539,0.06913855589629216,0.3,0.034459175262627664,0.9985501726277507,0.06661936889027695,50,01-02-0013,record,E1
3,0.01173563928350834,0.10888252148997135,0.021187621968218568,0.4,0.034459175262627664,0.9985501726277507,0.06661936889027695,50,01-02-0013,record,E1
4,0.0024706609017912293,0.022922636103151862,0.004460551993309172,0.5,0.034459175262627664,0.9985501726277507,0.06661936889027695,50,01-02-0013,record,E1
5,0.0006176652254478073,0.0057306590257879654,0.001115137998327293,0.6,0.034459175262627664,0.9985501726277507,0.06661936889027695,50,01-02-0013,record,E1
6,0.00015441630636195183,0.0014326647564469914,0.00027878449958182325,0.7,0.034459175262627664,0.9985501726277507,0.06661936889027695,50,01-02-0013,record,E1
7,0.0,0.0,,0.8,0.034459175262627664,0.9985501726277507,0.06661936889027695,50,01-02-0013,record,E1
8,0.0,0.0,,0.9,0.034459175262627664,0.9985501726277507,0.06661936889027695,50,01-02-0013,record,E1
0,0.13978494623655913,0.9871060171919771,0.24489070552692377,0.1,0.0631010928430637,0.9971126319281476,0.11869096823070689,75,01-02-0013,record,E1
1,0.12801785351998377,0.9040114613180515,0.22427581304425093,0.2,0.0631010928430637,0.9971126319281476,0.11869096823070689,75,01-02-0013,record,E1
2,0.09231081355244472,0.6518624641833811,0.16172027723476098,0.3,0.0631010928430637,0.9971126319281476,0.11869096823070689,75,01-02-0013,record,E1
3,0.05295191722458917,0.37392550143266473,0.09276701617202772,0.4,0.0631010928430637,0.9971126319281476,0.11869096823070689,75,01-02-0013,record,E1
4,0.017244877257050113,0.12177650429799428,0.030211480362537766,0.5,0.0631010928430637,0.9971126319281476,0.11869096823070689,75,01-02-0013,record,E1
5,0.0044633799959423815,0.03151862464183381,0.007819441976186245,0.6,0.0631010928430637,0.9971126319281476,0.11869096823070689,75,01-02-0013,record,E1
6,0.0006086427267194157,0.004297994269340974,0.0010662875422072153,0.7,0.0631010928430637,0.9971126319281476,0.11869096823070689,75,01-02-0013,record,E1
7,0.0002028809089064719,0.0014326647564469914,0.0003554291807357384,0.8,0.0631010928430637,0.9971126319281476,0.11869096823070689,75,01-02-0013,record,E1
8,0.0,0.0,,0.9,0.0631010928430637,0.9971126319281476,0.11869096823070689,75,01-02-0013,record,E1
0,0.21031985515992757,0.998567335243553,0.34745762711864403,0.1,0.11089448198360147,0.9948150241433118,0.1995451719652921,100,01-02-0013,record,E1
1,0.20337960168980085,0.9656160458452722,0.33599202392821537,0.2,0.11089448198360147,0.9948150241433118,0.1995451719652921,100,01-02-0013,record,E1
2,0.1747133373566687,0.829512893982808,0.28863409770687937,0.3,0.11089448198360147,0.9948150241433118,0.1995451719652921,100,01-02-0013,record,E1
3,0.12703681351840676,0.6031518624641834,0.2098703888334995,0.4,0.11089448198360147,0.9948150241433118,0.1995451719652921,100,01-02-0013,record,E1
4,0.07332528666264333,0.34813753581661894,0.12113659022931207,0.5,0.11089448198360147,0.9948150241433118,0.1995451719652921,100,01-02-0013,record,E1
5,0.025347012673506336,0.12034383954154727,0.04187437686939182,0.6,0.11089448198360147,0.9948150241433118,0.1995451719652921,100,01-02-0013,record,E1
6,0.006035003017501509,0.02865329512893983,0.009970089730807577,0.7,0.11089448198360147,0.9948150241433118,0.1995451719652921,100,01-02-0013,record,E1
7,0.0009052504526252263,0.004297994269340974,0.0014955134596211365,0.8,0.11089448198360147,0.9948150241433118,0.1995451719652921,100,01-02-0013,record,E1
8,0.00030175015087507544,0.0014326647564469914,0.0004985044865403789,0.9,0.11089448198360147,0.9948150241433118,0.1995451719652921,100,01-02-0013,record,E1
0,0.30584039233169863,0.9828080229226361,0.4665079904794288,0.1,0.18120701698592173,0.9801140203221566,0.30586467001465667,125,01-02-0013,record,E1
1,0.30271957200178334,0.9727793696275072,0.4617477048622918,0.2,0.18120701698592173,0.9801140203221566,0.30586467001465667,125,01-02-0013,record,E1
2,0.2857779759251003,0.9183381088825215,0.4359061543692621,0.3,0.18120701698592173,0.9801140203221566,0.30586467001465667,125,01-02-0013,record,E1
3,0.23896567097637092,0.7679083094555874,0.3645018701122067,0.4,0.18120701698592173,0.9801140203221566,0.30586467001465667,125,01-02-0013,record,E1
4,0.17967008470798038,0.5773638968481375,0.2740564433866032,0.5,0.18120701698592173,0.9801140203221566,0.30586467001465667,125,01-02-0013,record,E1
5,0.10566205974141775,0.33954154727793695,0.1611696701802108,0.6,0.18120701698592173,0.9801140203221566,0.30586467001465667,125,01-02-0013,record,E1
6,0.043691484618814086,0.14040114613180515,0.06664399863991839,0.7,0.18120701698592173,0.9801140203221566,0.30586467001465667,125,01-02-0013,record,E1
7,0.009362460989745877,0.03008595988538682,0.014280856851411087,0.8,0.18120701698592173,0.9801140203221566,0.30586467001465667,125,01-02-0013,record,E1
8,0.0,0.0,,0.9,0.18120701698592173,0.9801140203221566,0.30586467001465667,125,01-02-0013,record,E1
0,0.4357767316745124,0.9283667621776505,0.5931350114416476,0.1,0.27713813377906804,0.9289400287508139,0.4269121421130049,150,01-02-0013,record,E1
1,0.4324142568930733,0.9212034383954155,0.5885583524027459,0.2,0.27713813377906804,0.9289400287508139,0.4269121421130049,150,01-02-0013,record,E1
2,0.42232683254875586,0.8997134670487106,0.5748283752860411,0.3,0.27713813377906804,0.9289400287508139,0.4269121421130049,150,01-02-0013,record,E1
3,0.39206455951580366,0.835243553008596,0.5336384439359267,0.4,0.27713813377906804,0.9289400287508139,0.4269121421130049,150,01-02-0013,record,E1
4,0.33422999327505043,0.7120343839541547,0.45491990846681923,0.5,0.27713813377906804,0.9289400287508139,0.4269121421130049,150,01-02-0013,record,E1
5,0.25218560860793543,0.5372492836676218,0.34324942791762014,0.6,0.27713813377906804,0.9289400287508139,0.4269121421130049,150,01-02-0013,record,E1
6,0.14458641560188298,0.30802292263610315,0.1967963386727689,0.7,0.27713813377906804,0.9289400287508139,0.4269121421130049,150,01-02-0013,record,E1
7,0.06186953597848016,0.1318051575931232,0.08421052631578947,0.8,0.27713813377906804,0.9289400287508139,0.4269121421130049,150,01-02-0013,record,E1
8,0.010087424344317418,0.02148997134670487,0.013729977116704805,0.9,0.27713813377906804,0.9289400287508139,0.4269121421130049,150,01-02-0013,record,E1
0,0.5628803245436106,0.7951289398280802,0.659144893111639,0.1,0.38316202876501493,0.7983511285308825,0.5178069091923337,175,01-02-0013,record,E1
1,0.5608519269776876,0.7922636103151862,0.6567695961995249,0.2,0.38316202876501493,0.7983511285308825,0.5178069091923337,175,01-02-0013,record,E1
2,0.5547667342799188,0.7836676217765043,0.6496437054631828,0.3,0.38316202876501493,0.7983511285308825,0.5178069091923337,175,01-02-0013,record,E1
3,0.5334685598377282,0.7535816618911175,0.6247030878859857,0.4,0.38316202876501493,0.7983511285308825,0.5178069091923337,175,01-02-0013,record,E1
4,0.49594320486815413,0.7005730659025788,0.5807600950118765,0.5,0.38316202876501493,0.7983511285308825,0.5178069091923337,175,01-02-0013,record,E1
5,0.41886409736308317,0.5916905444126075,0.4904988123515439,0.6,0.38316202876501493,0.7983511285308825,0.5178069091923337,175,01-02-0013,record,E1
6,0.2920892494929006,0.41260744985673353,0.342042755344418,0.7,0.38316202876501493,0.7983511285308825,0.5178069091923337,175,01-02-0013,record,E1
7,0.13793103448275862,0.19484240687679083,0.16152019002375295,0.8,0.38316202876501493,0.7983511285308825,0.5178069091923337,175,01-02-0013,record,E1
8,0.04056795131845842,0.05730659025787966,0.047505938242280284,0.9,0.38316202876501493,0.7983511285308825,0.5178069091923337,175,01-02-0013,record,E1
0,0.62,0.5773638968481375,0.5979228486646885,0.1,0.45000822040068583,0.5885316197520549,0.5100315974690081,200,01-02-0013,record,E1
1,0.6153846153846154,0.5730659025787965,0.5934718100890208,0.2,0.45000822040068583,0.5885316197520549,0.5100315974690081,200,01-02-0013,record,E1
2,0.6061538461538462,0.5644699140401146,0.5845697329376855,0.3,0.45000822040068583,0.5885316197520549,0.5100315974690081,200,01-02-0013,record,E1
3,0.6015384615384616,0.5601719197707736,0.5801186943620178,0.4,0.45000822040068583,0.5885316197520549,0.5100315974690081,200,01-02-0013,record,E1
4,0.5676923076923077,0.5286532951289399,0.5474777448071217,0.5,0.45000822040068583,0.5885316197520549,0.5100315974690081,200,01-02-0013,record,E1
5,0.5169230769230769,0.4813753581661891,0.49851632047477745,0.6,0.45000822040068583,0.5885316197520549,0.5100315974690081,200,01-02-0013,record,E1
6,0.40307692307692305,0.3753581661891118,0.38872403560830865,0.7,0.45000822040068583,0.5885316197520549,0.5100315974690081,200,01-02-0013,record,E1
7,0.2323076923076923,0.2163323782234957,0.22403560830860533,0.8,0.45000822040068583,0.5885316197520549,0.5100315974690081,200,01-02-0013,record,E1
8,0.07076923076923076,0.0659025787965616,0.06824925816023739,0.9,0.45000822040068583,0.5885316197520549,0.5100315974690081,200,01-02-0013,record,E1
0,0.6415094339622641,0.38968481375358166,0.4848484848484848,0.1,0.48766992535588316,0.4017619088574623,0.44056709590711435,225,01-02-0013,record,E1
1,0.6415094339622641,0.38968481375358166,0.4848484848484848,0.2,0.48766992535588316,0.4017619088574623,0.44056709590711435,225,01-02-0013,record,E1
2,0.6297169811320755,0.3825214899713467,0.47593582887700536,0.3,0.48766992535588316,0.4017619088574623,0.44056709590711435,225,01-02-0013,record,E1
3,0.625,0.37965616045845274,0.4723707664884136,0.4,0.48766992535588316,0.4017619088574623,0.44056709590711435,225,01-02-0013,record,E1
4,0.6061320754716981,0.3681948424068768,0.4581105169340463,0.5,0.48766992535588316,0.4017619088574623,0.44056709590711435,225,01-02-0013,record,E1
5,0.5518867924528302,0.335243553008596,0.41711229946524064,0.6,0.48766992535588316,0.4017619088574623,0.44056709590711435,225,01-02-0013,record,E1
6,0.4811320754716981,0.2922636103151863,0.36363636363636365,0.7,0.48766992535588316,0.4017619088574623,0.44056709590711435,225,01-02-0013,record,E1
7,0.294811320754717,0.17908309455587393,0.22281639928698752,0.8,0.48766992535588316,0.4017619088574623,0.44056709590711435,225,01-02-0013,record,E1
8,0.09905660377358491,0.06017191977077364,0.07486631016042782,0.9,0.48766992535588316,0.4017619088574623,0.44056709590711435,225,01-02-0013,record,E1
0,0.6226415094339622,0.23638968481375358,0.34267912772585674,0.1,0.4770480786853198,0.2398604233987394,0.3192177350453555,250,01-02-0013,record,E1
1,0.6226415094339622,0.23638968481375358,0.34267912772585674,0.2,0.4770480786853198,0.2398604233987394,0.3192177350453555,250,01-02-0013,record,E1
2,0.6150943396226415,0.2335243553008596,0.33852544132917967,0.3,0.4770480786853198,0.2398604233987394,0.3192177350453555,250,01-02-0013,record,E1
3,0.6075471698113207,0.23065902578796563,0.33437175493250265,0.4,0.4770480786853198,0.2398604233987394,0.3192177350453555,250,01-02-0013,record,E1
4,0.5811320754716981,0.22063037249283668,0.31983385254413293,0.5,0.4770480786853198,0.2398604233987394,0.3192177350453555,250,01-02-0013,record,E1
5,0.5169811320754717,0.19627507163323782,0.284527518172378,0.6,0.4770480786853198,0.2398604233987394,0.3192177350453555,250,01-02-0013,record,E1
6,0.4377358490566038,0.166189111747851,0.24091381100726894,0.7,0.4770480786853198,0.2398604233987394,0.3192177350453555,250,01-02-0013,record,E1
7,0.27547169811320754,0.10458452722063037,0.15160955347871236,0.8,0.4770480786853198,0.2398604233987394,0.3192177350453555,250,01-02-0013,record,E1
8,0.07924528301886792,0.03008595988538682,0.04361370716510903,0.9,0.4770480786853198,0.2398604233987394,0.3192177350453555,250,01-02-0013,record,E1
0,0.0,0.0,,0.1,0.020371815525391322,0.9995984345754637,0.03992986051628022,0,01-02-0014,record,E1
1,0.0,0.0,,0.2,0.020371815525391322,0.9995984345754637,0.03992986051628022,0,01-02-0014,record,E1
2,0.0,0.0,,0.3,0.020371815525391322,0.9995984345754637,0.03992986051628022,0,01-02-0014,record,E1
3,0.0,0.0,,0.4,0.020371815525391322,0.9995984345754637,0.03992986051628022,0,01-02-0014,record,E1
4,0.0,0.0,,0.5,0.020371815525391322,0.9995984345754637,0.03992986051628022,0,01-02-0014,record,E1
5,0.0,0.0,,0.6,0.020371815525391322,0.9995984345754637,0.03992986051628022,0,01-02-0014,record,E1
6,0.0,0.0,,0.7,0.020371815525391322,0.9995984345754637,0.03992986051628022,0,01-02-0014,record,E1
7,0.0,0.0,,0.8,0.020371815525391322,0.9995984345754637,0.03992986051628022,0,01-02-0014,record,E1
8,0.0,0.0,,0.9,0.020371815525391322,0.9995984345754637,0.03992986051628022,0,01-02-0014,record,E1
0,0.018518518518518517,0.060393258426966294,0.028345418589321027,0.1,0.021255868466459972,0.9995916283818275,0.04162656662950372,25,01-02-0014,record,E1
1,0.006459948320413436,0.021067415730337078,0.00988793671720501,0.2,0.021255868466459972,0.9995916283818275,0.04162656662950372,25,01-02-0014,record,E1
2,0.002153316106804479,0.007022471910112359,0.0032959789057350037,0.3,0.021255868466459972,0.9995916283818275,0.04162656662950372,25,01-02-0014,record,E1
3,0.0004306632213608958,0.0014044943820224719,0.0006591957811470007,0.4,0.021255868466459972,0.9995916283818275,0.04162656662950372,25,01-02-0014,record,E1
4,0.0,0.0,,0.5,0.021255868466459972,0.9995916283818275,0.04162656662950372,25,01-02-0014,record,E1
5,0.0,0.0,,0.6,0.021255868466459972,0.9995916283818275,0.04162656662950372,25,01-02-0014,record,E1
6,0.0,0.0,,0.7,0.021255868466459972,0.9995916283818275,0.04162656662950372,25,01-02-0014,record,E1
7,0.0,0.0,,0.8,0.021255868466459972,0.9995916283818275,0.04162656662950372,25,01-02-0014,record,E1
8,0.0,0.0,,0.9,0.021255868466459972,0.9995916283818275,0.04162656662950372,25,01-02-0014,record,E1
0,0.09597950335041387,0.6839887640449438,0.16833736605599722,0.1,0.03256472029535692,0.9986591798536668,0.06307273688599639,50,01-02-0014,record,E1
1,0.059124950729207724,0.42134831460674155,0.10369858278603526,0.2,0.03256472029535692,0.9986591798536668,0.06307273688599639,50,01-02-0014,record,E1
2,0.031533307055577456,0.2247191011235955,0.05530591081921881,0.3,0.03256472029535692,0.9986591798536668,0.06307273688599639,50,01-02-0014,record,E1
3,0.011824990145841546,0.08426966292134831,0.020739716557207057,0.4,0.03256472029535692,0.9986591798536668,0.06307273688599639,50,01-02-0014,record,E1
4,0.002364998029168309,0.016853932584269662,0.004147943311441409,0.5,0.03256472029535692,0.9986591798536668,0.06307273688599639,50,01-02-0014,record,E1
5,0.0005912495072920772,0.004213483146067416,0.0010369858278603524,0.6,0.03256472029535692,0.9986591798536668,0.06307273688599639,50,01-02-0014,record,E1
6,0.0,0.0,,0.7,0.03256472029535692,0.9986591798536668,0.06307273688599639,50,01-02-0014,record,E1
7,0.0,0.0,,0.8,0.03256472029535692,0.9986591798536668,0.06307273688599639,50,01-02-0014,record,E1
8,0.0,0.0,,0.9,0.03256472029535692,0.9986591798536668,0.06307273688599639,50,01-02-0014,record,E1
0,0.1447084233261339,0.9410112359550562,0.25084238113066265,0.1,0.056390609137839,0.9950723158073848,0.10673269155448677,75,01-02-0014,record,E1
1,0.11706263498920086,0.7612359550561798,0.20292025458629726,0.2,0.056390609137839,0.9950723158073848,0.10673269155448677,75,01-02-0014,record,E1
2,0.08207343412526998,0.5337078651685393,0.14226881317858478,0.3,0.056390609137839,0.9950723158073848,0.10673269155448677,75,01-02-0014,record,E1
3,0.0468682505399568,0.3047752808988764,0.08124298015724447,0.4,0.056390609137839,0.9950723158073848,0.10673269155448677,75,01-02-0014,record,E1
4,0.019222462203023757,0.125,0.03332085361287907,0.5,0.056390609137839,0.9950723158073848,0.10673269155448677,75,01-02-0014,record,E1
5,0.004751619870410367,0.03089887640449438,0.008236615499812805,0.6,0.056390609137839,0.9950723158073848,0.10673269155448677,75,01-02-0014,record,E1
6,0.0008639308855291577,0.0056179775280898875,0.0014975664545114188,0.7,0.056390609137839,0.9950723158073848,0.10673269155448677,75,01-02-0014,record,E1
7,0.0,0.0,,0.8,0.056390609137839,0.9950723158073848,0.10673269155448677,75,01-02-0014,record,E1
8,0.0,0.0,,0.9,0.056390609137839,0.9950723158073848,0.10673269155448677,75,01-02-0014,record,E1
0,0.2121760096443641,0.9887640449438202,0.34937965260545906,0.1,0.09893562469307302,0.9927514037774374,0.17993889775397123,100,01-02-0014,record,E1
1,0.19529837251356238,0.9101123595505618,0.3215880893300248,0.2,0.09893562469307302,0.9927514037774374,0.17993889775397123,100,01-02-0014,record,E1
2,0.16515973477998794,0.7696629213483146,0.27196029776674935,0.3,0.09893562469307302,0.9927514037774374,0.17993889775397123,100,01-02-0014,record,E1
3,0.11482820976491863,0.5351123595505618,0.1890818858560794,0.4,0.09893562469307302,0.9927514037774374,0.17993889775397123,100,01-02-0014,record,E1
4,0.07082579867389995,0.3300561797752809,0.11662531017369727,0.5,0.09893562469307302,0.9927514037774374,0.17993889775397123,100,01-02-0014,record,E1
5,0.029837251356238697,0.13904494382022473,0.049131513647642684,0.6,0.09893562469307302,0.9927514037774374,0.17993889775397123,100,01-02-0014,record,E1
6,0.009041591320072333,0.042134831460674156,0.014888337468982632,0.7,0.09893562469307302,0.9927514037774374,0.17993889775397123,100,01-02-0014,record,E1
