,precision,recall,f1,IoU,by_sample_precision,by_sample_recall,by_sample_f1,threshold,record,evaluation,gold_standard
5,0.2288135593220339,0.05103969754253308,0.08346213292117466,0.6,0.2529369986144585,0.0768213419334762,0.11784969335969814,150,01-02-0019,record,E2
6,0.1271186440677966,0.02835538752362949,0.04636785162287481,0.7,0.2529369986144585,0.0768213419334762,0.11784969335969814,150,01-02-0019,record,E2
7,0.025423728813559324,0.005671077504725898,0.009273570324574962,0.8,0.2529369986144585,0.0768213419334762,0.11784969335969814,150,01-02-0019,record,E2
8,0.00423728813559322,0.000945179584120983,0.0015455950540958269,0.9,0.2529369986144585,0.0768213419334762,0.11784969335969814,150,01-02-0019,record,E2
0,0.19230769230769232,0.023629489603024575,0.04208754208754208,0.1,0.12396439364348416,0.02132354501283656,0.036387883981184505,175,01-02-0019,record,E2
1,0.19230769230769232,0.023629489603024575,0.04208754208754208,0.2,0.12396439364348416,0.02132354501283656,0.036387883981184505,175,01-02-0019,record,E2
2,0.19230769230769232,0.023629489603024575,0.04208754208754208,0.3,0.12396439364348416,0.02132354501283656,0.036387883981184505,175,01-02-0019,record,E2
3,0.16923076923076924,0.020793950850661626,0.03703703703703704,0.4,0.12396439364348416,0.02132354501283656,0.036387883981184505,175,01-02-0019,record,E2
4,0.14615384615384616,0.017958412098298678,0.03198653198653199,0.5,0.12396439364348416,0.02132354501283656,0.036387883981184505,175,01-02-0019,record,E2
5,0.06153846153846154,0.007561436672967864,0.013468013468013467,0.6,0.12396439364348416,0.02132354501283656,0.036387883981184505,175,01-02-0019,record,E2
6,0.015384615384615385,0.001890359168241966,0.003367003367003367,0.7,0.12396439364348416,0.02132354501283656,0.036387883981184505,175,01-02-0019,record,E2
7,0.015384615384615385,0.001890359168241966,0.003367003367003367,0.8,0.12396439364348416,0.02132354501283656,0.036387883981184505,175,01-02-0019,record,E2
8,0.007692307692307693,0.000945179584120983,0.0016835016835016834,0.9,0.12396439364348416,0.02132354501283656,0.036387883981184505,175,01-02-0019,record,E2
0,0.08860759493670886,0.006616257088846881,0.012313104661389622,0.1,0.05171708912510221,0.005368016804226518,0.009726467139534437,200,01-02-0019,record,E2
1,0.08860759493670886,0.006616257088846881,0.012313104661389622,0.2,0.05171708912510221,0.005368016804226518,0.009726467139534437,200,01-02-0019,record,E2
2,0.08860759493670886,0.006616257088846881,0.012313104661389622,0.3,0.05171708912510221,0.005368016804226518,0.009726467139534437,200,01-02-0019,record,E2
3,0.06329113924050633,0.004725897920604915,0.008795074758135443,0.4,0.05171708912510221,0.005368016804226518,0.009726467139534437,200,01-02-0019,record,E2
4,0.0,0.0,,0.5,0.05171708912510221,0.005368016804226518,0.009726467139534437,200,01-02-0019,record,E2
5,0.0,0.0,,0.6,0.05171708912510221,0.005368016804226518,0.009726467139534437,200,01-02-0019,record,E2
6,0.0,0.0,,0.7,0.05171708912510221,0.005368016804226518,0.009726467139534437,200,01-02-0019,record,E2
7,0.0,0.0,,0.8,0.05171708912510221,0.005368016804226518,0.009726467139534437,200,01-02-0019,record,E2
8,0.0,0.0,,0.9,0.05171708912510221,0.005368016804226518,0.009726467139534437,200,01-02-0019,record,E2
0,0.0,0.0,,0.1,0.0,0.0,,225,01-02-0019,record,E2
1,0.0,0.0,,0.2,0.0,0.0,,225,01-02-0019,record,E2
2,0.0,0.0,,0.3,0.0,0.0,,225,01-02-0019,record,E2
3,0.0,0.0,,0.4,0.0,0.0,,225,01-02-0019,record,E2
4,0.0,0.0,,0.5,0.0,0.0,,225,01-02-0019,record,E2
5,0.0,0.0,,0.6,0.0,0.0,,225,01-02-0019,record,E2
6,0.0,0.0,,0.7,0.0,0.0,,225,01-02-0019,record,E2
7,0.0,0.0,,0.8,0.0,0.0,,225,01-02-0019,record,E2
8,0.0,0.0,,0.9,0.0,0.0,,225,01-02-0019,record,E2
0,0.0,0.0,,0.1,0.0,0.0,,250,01-02-0019,record,E2
1,0.0,0.0,,0.2,0.0,0.0,,250,01-02-0019,record,E2
2,0.0,0.0,,0.3,0.0,0.0,,250,01-02-0019,record,E2
3,0.0,0.0,,0.4,0.0,0.0,,250,01-02-0019,record,E2
4,0.0,0.0,,0.5,0.0,0.0,,250,01-02-0019,record,E2
5,0.0,0.0,,0.6,0.0,0.0,,250,01-02-0019,record,E2
6,0.0,0.0,,0.7,0.0,0.0,,250,01-02-0019,record,E2
7,0.0,0.0,,0.8,0.0,0.0,,250,01-02-0019,record,E2
8,0.0,0.0,,0.9,0.0,0.0,,250,01-02-0019,record,E2
0,0.0,0.0,,0.1,0.029183656115999303,0.9996994733849006,0.056711758243646104,0,01-02-0001,record,intersection
1,0.0,0.0,,0.2,0.029183656115999303,0.9996994733849006,0.056711758243646104,0,01-02-0001,record,intersection
2,0.0,0.0,,0.3,0.029183656115999303,0.9996994733849006,0.056711758243646104,0,01-02-0001,record,intersection
3,0.0,0.0,,0.4,0.029183656115999303,0.9996994733849006,0.056711758243646104,0,01-02-0001,record,intersection
4,0.0,0.0,,0.5,0.029183656115999303,0.9996994733849006,0.056711758243646104,0,01-02-0001,record,intersection
5,0.0,0.0,,0.6,0.029183656115999303,0.9996994733849006,0.056711758243646104,0,01-02-0001,record,intersection
6,0.0,0.0,,0.7,0.029183656115999303,0.9996994733849006,0.056711758243646104,0,01-02-0001,record,intersection
7,0.0,0.0,,0.8,0.029183656115999303,0.9996994733849006,0.056711758243646104,0,01-02-0001,record,intersection
8,0.0,0.0,,0.9,0.029183656115999303,0.9996994733849006,0.056711758243646104,0,01-02-0001,record,intersection
0,0.1268931641424478,0.5961538461538461,0.2092473844076949,0.1,0.0411453833359342,0.9996208741163362,0.07903750484148357,25,01-02-0001,record,intersection
1,0.06508391322144903,0.3057692307692308,0.10732365845426932,0.2,0.0411453833359342,0.9996208741163362,0.07903750484148357,25,01-02-0001,record,intersection
2,0.028243962341383544,0.1326923076923077,0.04657441781977725,0.3,0.0411453833359342,0.9996208741163362,0.07903750484148357,25,01-02-0001,record,intersection
3,0.006753990994678674,0.03173076923076923,0.011137360782990213,0.4,0.0411453833359342,0.9996208741163362,0.07903750484148357,25,01-02-0001,record,intersection
4,0.0008186655751125665,0.0038461538461538464,0.0013499831252109348,0.5,0.0411453833359342,0.9996208741163362,0.07903750484148357,25,01-02-0001,record,intersection
5,0.0,0.0,,0.6,0.0411453833359342,0.9996208741163362,0.07903750484148357,25,01-02-0001,record,intersection
6,0.0,0.0,,0.7,0.0411453833359342,0.9996208741163362,0.07903750484148357,25,01-02-0001,record,intersection
7,0.0,0.0,,0.8,0.0411453833359342,0.9996208741163362,0.07903750484148357,25,01-02-0001,record,intersection
8,0.0,0.0,,0.9,0.0411453833359342,0.9996208741163362,0.07903750484148357,25,01-02-0001,record,intersection
0,0.21719745222929937,0.9836538461538461,0.3558260869565218,0.1,0.09091066075109358,0.9979749129628688,0.16664112546007945,50,01-02-0001,record,intersection
1,0.1991507430997877,0.9019230769230769,0.3262608695652174,0.2,0.09091066075109358,0.9979749129628688,0.16664112546007945,50,01-02-0001,record,intersection
2,0.16157112526539277,0.7317307692307692,0.26469565217391305,0.3,0.09091066075109358,0.9979749129628688,0.16664112546007945,50,01-02-0001,record,intersection
3,0.10169851380042463,0.46057692307692305,0.16660869565217393,0.4,0.09091066075109358,0.9979749129628688,0.16664112546007945,50,01-02-0001,record,intersection
4,0.035668789808917196,0.16153846153846155,0.058434782608695654,0.5,0.09091066075109358,0.9979749129628688,0.16664112546007945,50,01-02-0001,record,intersection
5,0.0044585987261146496,0.020192307692307693,0.007304347826086957,0.6,0.09091066075109358,0.9979749129628688,0.16664112546007945,50,01-02-0001,record,intersection
6,0.0,0.0,,0.7,0.09091066075109358,0.9979749129628688,0.16664112546007945,50,01-02-0001,record,intersection
7,0.0,0.0,,0.8,0.09091066075109358,0.9979749129628688,0.16664112546007945,50,01-02-0001,record,intersection
8,0.0,0.0,,0.9,0.09091066075109358,0.9979749129628688,0.16664112546007945,50,01-02-0001,record,intersection
0,0.32596336070751736,0.9923076923076923,0.49072753209700426,0.1,0.16824269689005591,0.9918118056101384,0.28768491932682727,75,01-02-0001,record,intersection
1,0.31996209728363867,0.9740384615384615,0.4816928197812649,0.2,0.16824269689005591,0.9918118056101384,0.28768491932682727,75,01-02-0001,record,intersection
2,0.29974731522425774,0.9125,0.4512601046124584,0.3,0.16824269689005591,0.9918118056101384,0.28768491932682727,75,01-02-0001,record,intersection
3,0.2548957675300063,0.7759615384615385,0.3837375178316691,0.4,0.16824269689005591,0.9918118056101384,0.28768491932682727,75,01-02-0001,record,intersection
4,0.1784586228679722,0.5432692307692307,0.26866381359961955,0.5,0.16824269689005591,0.9918118056101384,0.28768491932682727,75,01-02-0001,record,intersection
5,0.07233101705622236,0.2201923076923077,0.10889205896338562,0.6,0.16824269689005591,0.9918118056101384,0.28768491932682727,75,01-02-0001,record,intersection
6,0.01547694251421352,0.047115384615384615,0.023300047551117448,0.7,0.16824269689005591,0.9918118056101384,0.28768491932682727,75,01-02-0001,record,intersection
7,0.0009475679090334807,0.0028846153846153848,0.0014265335235378032,0.8,0.16824269689005591,0.9918118056101384,0.28768491932682727,75,01-02-0001,record,intersection
8,0.0,0.0,,0.9,0.16824269689005591,0.9918118056101384,0.28768491932682727,75,01-02-0001,record,intersection
0,0.4743777452415813,0.9346153846153846,0.629329880220136,0.1,0.2709935882534998,0.9432559515828506,0.42102764971252393,100,01-02-0001,record,intersection
1,0.47340165934602246,0.9326923076923077,0.6280349627711234,0.2,0.2709935882534998,0.9432559515828506,0.42102764971252393,100,01-02-0001,record,intersection
2,0.4670571010248902,0.9201923076923076,0.6196179993525412,0.3,0.2709935882534998,0.9432559515828506,0.42102764971252393,100,01-02-0001,record,intersection
3,0.4397266959492435,0.8663461538461539,0.5833603107801877,0.4,0.2709935882534998,0.9432559515828506,0.42102764971252393,100,01-02-0001,record,intersection
4,0.3845778428501708,0.7576923076923077,0.5101974749109744,0.5,0.2709935882534998,0.9432559515828506,0.42102764971252393,100,01-02-0001,record,intersection
5,0.27135187896534896,0.5346153846153846,0.35998705082550986,0.6,0.2709935882534998,0.9432559515828506,0.42102764971252393,100,01-02-0001,record,intersection
6,0.13177159590043924,0.25961538461538464,0.17481385561670443,0.7,0.2709935882534998,0.9432559515828506,0.42102764971252393,100,01-02-0001,record,intersection
7,0.037579306979014154,0.07403846153846154,0.04985432178698608,0.8,0.2709935882534998,0.9432559515828506,0.42102764971252393,100,01-02-0001,record,intersection
8,0.006832601268911664,0.013461538461538462,0.009064422143088379,0.9,0.2709935882534998,0.9432559515828506,0.42102764971252393,100,01-02-0001,record,intersection
0,0.6122448979591837,0.75,0.6741573033707865,0.1,0.3662980171454748,0.7763850809341292,0.4977553552081836,125,01-02-0001,record,intersection
1,0.6114599686028257,0.7490384615384615,0.6732929991356957,0.2,0.3662980171454748,0.7763850809341292,0.4977553552081836,125,01-02-0001,record,intersection
2,0.609105180533752,0.7461538461538462,0.6707000864304234,0.3,0.3662980171454748,0.7763850809341292,0.4977553552081836,125,01-02-0001,record,intersection
3,0.5965463108320251,0.7307692307692307,0.6568712186689715,0.4,0.3662980171454748,0.7763850809341292,0.4977553552081836,125,01-02-0001,record,intersection
4,0.5627943485086342,0.6894230769230769,0.6197061365600691,0.5,0.3662980171454748,0.7763850809341292,0.4977553552081836,125,01-02-0001,record,intersection
5,0.4858712715855573,0.5951923076923077,0.5350043215211754,0.6,0.3662980171454748,0.7763850809341292,0.4977553552081836,125,01-02-0001,record,intersection
6,0.3390894819466248,0.4153846153846154,0.3733794295592048,0.7,0.3662980171454748,0.7763850809341292,0.4977553552081836,125,01-02-0001,record,intersection
7,0.1577708006279435,0.19326923076923078,0.17372515125324114,0.8,0.3662980171454748,0.7763850809341292,0.4977553552081836,125,01-02-0001,record,intersection
8,0.041601255886970175,0.05096153846153846,0.04580812445980985,0.9,0.3662980171454748,0.7763850809341292,0.4977553552081836,125,01-02-0001,record,intersection
0,0.6590909090909091,0.5019230769230769,0.5698689956331877,0.1,0.3976293140237137,0.5384974593942308,0.4574644833640352,150,01-02-0001,record,intersection
1,0.6590909090909091,0.5019230769230769,0.5698689956331877,0.2,0.3976293140237137,0.5384974593942308,0.4574644833640352,150,01-02-0001,record,intersection
2,0.6553030303030303,0.49903846153846154,0.566593886462882,0.3,0.3976293140237137,0.5384974593942308,0.4574644833640352,150,01-02-0001,record,intersection
3,0.6515151515151515,0.49615384615384617,0.5633187772925765,0.4,0.3976293140237137,0.5384974593942308,0.4574644833640352,150,01-02-0001,record,intersection
4,0.6313131313131313,0.4807692307692308,0.5458515283842794,0.5,0.3976293140237137,0.5384974593942308,0.4574644833640352,150,01-02-0001,record,intersection
5,0.5909090909090909,0.45,0.5109170305676856,0.6,0.3976293140237137,0.5384974593942308,0.4574644833640352,150,01-02-0001,record,intersection
6,0.4911616161616162,0.37403846153846154,0.42467248908296945,0.7,0.3976293140237137,0.5384974593942308,0.4574644833640352,150,01-02-0001,record,intersection
7,0.28535353535353536,0.2173076923076923,0.24672489082969432,0.8,0.3976293140237137,0.5384974593942308,0.4574644833640352,150,01-02-0001,record,intersection
8,0.07449494949494949,0.05673076923076923,0.06441048034934496,0.9,0.3976293140237137,0.5384974593942308,0.4574644833640352,150,01-02-0001,record,intersection
0,0.6392156862745098,0.31346153846153846,0.4206451612903226,0.1,0.3732615567462834,0.34558711341874454,0.35889162573402666,175,01-02-0001,record,intersection
1,0.6392156862745098,0.31346153846153846,0.4206451612903226,0.2,0.3732615567462834,0.34558711341874454,0.35889162573402666,175,01-02-0001,record,intersection
2,0.6392156862745098,0.31346153846153846,0.4206451612903226,0.3,0.3732615567462834,0.34558711341874454,0.35889162573402666,175,01-02-0001,record,intersection
3,0.6372549019607843,0.3125,0.41935483870967744,0.4,0.3732615567462834,0.34558711341874454,0.35889162573402666,175,01-02-0001,record,intersection
4,0.6274509803921569,0.3076923076923077,0.4129032258064516,0.5,0.3732615567462834,0.34558711341874454,0.35889162573402666,175,01-02-0001,record,intersection
5,0.6019607843137255,0.2951923076923077,0.39612903225806456,0.6,0.3732615567462834,0.34558711341874454,0.35889162573402666,175,01-02-0001,record,intersection
6,0.5313725490196078,0.2605769230769231,0.3496774193548387,0.7,0.3732615567462834,0.34558711341874454,0.35889162573402666,175,01-02-0001,record,intersection
7,0.37450980392156863,0.18365384615384617,0.24645161290322581,0.8,0.3732615567462834,0.34558711341874454,0.35889162573402666,175,01-02-0001,record,intersection
8,0.13137254901960785,0.06442307692307692,0.0864516129032258,0.9,0.3732615567462834,0.34558711341874454,0.35889162573402666,175,01-02-0001,record,intersection
0,0.5520231213872833,0.18365384615384617,0.27561327561327564,0.1,0.2986247277612305,0.20349812979975682,0.2420506164828034,200,01-02-0001,record,intersection
1,0.5520231213872833,0.18365384615384617,0.27561327561327564,0.2,0.2986247277612305,0.20349812979975682,0.2420506164828034,200,01-02-0001,record,intersection
2,0.5520231213872833,0.18365384615384617,0.27561327561327564,0.3,0.2986247277612305,0.20349812979975682,0.2420506164828034,200,01-02-0001,record,intersection
3,0.5491329479768786,0.18269230769230768,0.2741702741702741,0.4,0.2986247277612305,0.20349812979975682,0.2420506164828034,200,01-02-0001,record,intersection
4,0.546242774566474,0.18173076923076922,0.2727272727272727,0.5,0.2986247277612305,0.20349812979975682,0.2420506164828034,200,01-02-0001,record,intersection
5,0.5317919075144508,0.17692307692307693,0.2655122655122655,0.6,0.2986247277612305,0.20349812979975682,0.2420506164828034,200,01-02-0001,record,intersection
6,0.48265895953757226,0.1605769230769231,0.240981240981241,0.7,0.2986247277612305,0.20349812979975682,0.2420506164828034,200,01-02-0001,record,intersection
7,0.33815028901734107,0.1125,0.16883116883116883,0.8,0.2986247277612305,0.20349812979975682,0.2420506164828034,200,01-02-0001,record,intersection
8,0.12138728323699421,0.04038461538461539,0.06060606060606061,0.9,0.2986247277612305,0.20349812979975682,0.2420506164828034,200,01-02-0001,record,intersection
0,0.3829787234042553,0.08653846153846154,0.1411764705882353,0.1,0.18539503227617177,0.09773125523031898,0.12799157137537354,225,01-02-0001,record,intersection
1,0.3829787234042553,0.08653846153846154,0.1411764705882353,0.2,0.18539503227617177,0.09773125523031898,0.12799157137537354,225,01-02-0001,record,intersection
2,0.3829787234042553,0.08653846153846154,0.1411764705882353,0.3,0.18539503227617177,0.09773125523031898,0.12799157137537354,225,01-02-0001,record,intersection
3,0.3829787234042553,0.08653846153846154,0.1411764705882353,0.4,0.18539503227617177,0.09773125523031898,0.12799157137537354,225,01-02-0001,record,intersection
4,0.37872340425531914,0.08557692307692308,0.13960784313725488,0.5,0.18539503227617177,0.09773125523031898,0.12799157137537354,225,01-02-0001,record,intersection
5,0.3702127659574468,0.08365384615384615,0.13647058823529412,0.6,0.18539503227617177,0.09773125523031898,0.12799157137537354,225,01-02-0001,record,intersection
6,0.33191489361702126,0.075,0.12235294117647058,0.7,0.18539503227617177,0.09773125523031898,0.12799157137537354,225,01-02-0001,record,intersection
7,0.22127659574468084,0.05,0.0815686274509804,0.8,0.18539503227617177,0.09773125523031898,0.12799157137537354,225,01-02-0001,record,intersection
8,0.08085106382978724,0.01826923076923077,0.02980392156862745,0.9,0.18539503227617177,0.09773125523031898,0.12799157137537354,225,01-02-0001,record,intersection
0,0.24043715846994534,0.04230769230769231,0.07195421095666395,0.1,0.10811121804259592,0.04778373180080171,0.06627485306990122,250,01-02-0001,record,intersection
1,0.24043715846994534,0.04230769230769231,0.07195421095666395,0.2,0.10811121804259592,0.04778373180080171,0.06627485306990122,250,01-02-0001,record,intersection
2,0.24043715846994534,0.04230769230769231,0.07195421095666395,0.3,0.10811121804259592,0.04778373180080171,0.06627485306990122,250,01-02-0001,record,intersection
3,0.24043715846994534,0.04230769230769231,0.07195421095666395,0.4,0.10811121804259592,0.04778373180080171,0.06627485306990122,250,01-02-0001,record,intersection
4,0.24043715846994534,0.04230769230769231,0.07195421095666395,0.5,0.10811121804259592,0.04778373180080171,0.06627485306990122,250,01-02-0001,record,intersection
5,0.22950819672131148,0.04038461538461539,0.06868356500408831,0.6,0.10811121804259592,0.04778373180080171,0.06627485306990122,250,01-02-0001,record,intersection
6,0.18579234972677597,0.032692307692307694,0.05560098119378578,0.7,0.10811121804259592,0.04778373180080171,0.06627485306990122,250,01-02-0001,record,intersection
7,0.12568306010928962,0.022115384615384617,0.03761242845461979,0.8,0.10811121804259592,0.04778373180080171,0.06627485306990122,250,01-02-0001,record,intersection
8,0.04371584699453552,0.007692307692307693,0.013082583810302535,0.9,0.10811121804259592,0.04778373180080171,0.06627485306990122,250,01-02-0001,record,intersection
0,0.0,0.0,,0.1,0.0264342595021122,0.9996159332821244,0.051506460733899695,0,01-02-0002,record,intersection
1,0.0,0.0,,0.2,0.0264342595021122,0.9996159332821244,0.051506460733899695,0,01-02-0002,record,intersection
2,0.0,0.0,,0.3,0.0264342595021122,0.9996159332821244,0.051506460733899695,0,01-02-0002,record,intersection
3,0.0,0.0,,0.4,0.0264342595021122,0.9996159332821244,0.051506460733899695,0,01-02-0002,record,intersection
4,0.0,0.0,,0.5,0.0264342595021122,0.9996159332821244,0.051506460733899695,0,01-02-0002,record,intersection
5,0.0,0.0,,0.6,0.0264342595021122,0.9996159332821244,0.051506460733899695,0,01-02-0002,record,intersection
6,0.0,0.0,,0.7,0.0264342595021122,0.9996159332821244,0.051506460733899695,0,01-02-0002,record,intersection
7,0.0,0.0,,0.8,0.0264342595021122,0.9996159332821244,0.051506460733899695,0,01-02-0002,record,intersection
8,0.0,0.0,,0.9,0.0264342595021122,0.9996159332821244,0.051506460733899695,0,01-02-0002,record,intersection
0,0.09920876445526476,0.5785270629991127,0.1693726457981556,0.1,0.03506278234879846,0.9993542614523631,0.06774857620266349,25,01-02-0002,record,intersection
1,0.045343883140596467,0.26441881100266196,0.07741265099363553,0.2,0.03506278234879846,0.9993542614523631,0.06774857620266349,25,01-02-0002,record,intersection
2,0.016129032258064516,0.0940550133096717,0.02753604364203143,0.3,0.03506278234879846,0.9993542614523631,0.06774857620266349,25,01-02-0002,record,intersection
3,0.0028910529519172246,0.01685891748003549,0.004935705935835823,0.4,0.03506278234879846,0.9993542614523631,0.06774857620266349,25,01-02-0002,record,intersection
4,0.0006086427267194157,0.00354924578527063,0.001039095986491752,0.5,0.03506278234879846,0.9993542614523631,0.06774857620266349,25,01-02-0002,record,intersection
5,0.0,0.0,,0.6,0.03506278234879846,0.9993542614523631,0.06774857620266349,25,01-02-0002,record,intersection
6,0.0,0.0,,0.7,0.03506278234879846,0.9993542614523631,0.06774857620266349,25,01-02-0002,record,intersection
7,0.0,0.0,,0.8,0.03506278234879846,0.9993542614523631,0.06774857620266349,25,01-02-0002,record,intersection
8,0.0,0.0,,0.9,0.03506278234879846,0.9993542614523631,0.06774857620266349,25,01-02-0002,record,intersection
0,0.22698380151732622,0.9822537710736469,0.36875416389073945,0.1,0.09794853896016312,0.9960918046071124,0.17835857243313688,50,01-02-0002,record,intersection
1,0.2060693049005536,0.8917480035492458,0.33477681545636245,0.2,0.09794853896016312,0.9960918046071124,0.17835857243313688,50,01-02-0002,record,intersection
2,0.16342013532909574,0.707187222715173,0.26548967355096603,0.3,0.09794853896016312,0.9960918046071124,0.17835857243313688,50,01-02-0002,record,intersection
3,0.09165470576173877,0.3966282165039929,0.14890073284477015,0.4,0.09794853896016312,0.9960918046071124,0.17835857243313688,50,01-02-0002,record,intersection
4,0.022964937461554234,0.09937888198757763,0.037308461025982675,0.5,0.09794853896016312,0.9960918046071124,0.17835857243313688,50,01-02-0002,record,intersection
5,0.002460529013737954,0.01064773735581189,0.003997335109926716,0.6,0.09794853896016312,0.9960918046071124,0.17835857243313688,50,01-02-0002,record,intersection
6,0.0004100881689563256,0.001774622892635315,0.0006662225183211192,0.7,0.09794853896016312,0.9960918046071124,0.17835857243313688,50,01-02-0002,record,intersection
7,0.0,0.0,,0.8,0.09794853896016312,0.9960918046071124,0.17835857243313688,50,01-02-0002,record,intersection
8,0.0,0.0,,0.9,0.09794853896016312,0.9960918046071124,0.17835857243313688,50,01-02-0002,record,intersection
0,0.35128286347798543,0.9840283939662822,0.5177404295051353,0.1,0.18718657990211302,0.9844727312630308,0.3145625726112541,75,01-02-0002,record,intersection
1,0.34716503009185934,0.9724933451641526,0.5116713352007469,0.2,0.18718657990211302,0.9844727312630308,0.3145625726112541,75,01-02-0002,record,intersection
2,0.326575863161229,0.9148181011535049,0.48132586367880487,0.3,0.18718657990211302,0.9844727312630308,0.3145625726112541,75,01-02-0002,record,intersection
3,0.2828634779854292,0.7923691215616682,0.41690009337068157,0.4,0.18718657990211302,0.9844727312630308,0.3145625726112541,75,01-02-0002,record,intersection
4,0.17801710484637315,0.4986690328305235,0.2623716153127918,0.5,0.18718657990211302,0.9844727312630308,0.3145625726112541,75,01-02-0002,record,intersection
5,0.0598669623059867,0.16770186335403728,0.08823529411764705,0.6,0.18718657990211302,0.9844727312630308,0.3145625726112541,75,01-02-0002,record,intersection
6,0.009819448843839089,0.027506654835847383,0.014472455648926236,0.7,0.18718657990211302,0.9844727312630308,0.3145625726112541,75,01-02-0002,record,intersection
7,0.0012670256572695597,0.00354924578527063,0.0018674136321195143,0.8,0.18718657990211302,0.9844727312630308,0.3145625726112541,75,01-02-0002,record,intersection
8,0.0,0.0,,0.9,0.18718657990211302,0.9844727312630308,0.3145625726112541,75,01-02-0002,record,intersection
0,0.5067632850241546,0.9307897071872228,0.6562402252111355,0.1,0.31265905538985583,0.9406004946441685,0.46931581274875234,100,01-02-0002,record,intersection
1,0.5048309178743962,0.927240461401952,0.6537378792618079,0.2,0.31265905538985583,0.9406004946441685,0.46931581274875234,100,01-02-0002,record,intersection
2,0.4971014492753623,0.9130434782608695,0.643728495464498,0.3,0.31265905538985583,0.9406004946441685,0.46931581274875234,100,01-02-0002,record,intersection
3,0.4714975845410628,0.8660159716060337,0.6105724116359086,0.4,0.31265905538985583,0.9406004946441685,0.46931581274875234,100,01-02-0002,record,intersection
4,0.406280193236715,0.74622892635315,0.5261182358461057,0.5,0.31265905538985583,0.9406004946441685,0.46931581274875234,100,01-02-0002,record,intersection
5,0.2642512077294686,0.48535936113575867,0.3421958085705349,0.6,0.31265905538985583,0.9406004946441685,0.46931581274875234,100,01-02-0002,record,intersection
6,0.12222222222222222,0.22448979591836735,0.15827338129496404,0.7,0.31265905538985583,0.9406004946441685,0.46931581274875234,100,01-02-0002,record,intersection
7,0.028019323671497585,0.05146406388642413,0.03628401626524867,0.8,0.31265905538985583,0.9406004946441685,0.46931581274875234,100,01-02-0002,record,intersection
8,0.004347826086956522,0.007985803016858917,0.005630278385986863,0.9,0.31265905538985583,0.9406004946441685,0.46931581274875234,100,01-02-0002,record,intersection
0,0.6584821428571429,0.7852706299911268,0.7163091865641441,0.1,0.45681023559785455,0.8094944669069546,0.5840385136554782,125,01-02-0002,record,intersection
1,0.6569940476190477,0.7834960070984915,0.7146904087414002,0.2,0.45681023559785455,0.8094944669069546,0.5840385136554782,125,01-02-0002,record,intersection
2,0.6517857142857143,0.7772848269742679,0.7090246863617968,0.3,0.45681023559785455,0.8094944669069546,0.5840385136554782,125,01-02-0002,record,intersection
3,0.6339285714285714,0.7559893522626442,0.6895993524888709,0.4,0.45681023559785455,0.8094944669069546,0.5840385136554782,125,01-02-0002,record,intersection
4,0.6071428571428571,0.7240461401952085,0.6604613516794821,0.5,0.45681023559785455,0.8094944669069546,0.5840385136554782,125,01-02-0002,record,intersection
5,0.5148809523809523,0.614019520851819,0.5600971266693645,0.6,0.45681023559785455,0.8094944669069546,0.5840385136554782,125,01-02-0002,record,intersection
6,0.34077380952380953,0.40638864241348716,0.37070012140833675,0.7,0.45681023559785455,0.8094944669069546,0.5840385136554782,125,01-02-0002,record,intersection
7,0.14955357142857142,0.17834960070984915,0.16268717118575476,0.8,0.45681023559785455,0.8094944669069546,0.5840385136554782,125,01-02-0002,record,intersection
8,0.027529761904761904,0.032830523513753325,0.029947389720760827,0.9,0.45681023559785455,0.8094944669069546,0.5840385136554782,125,01-02-0002,record,intersection
0,0.8,0.5678793256433008,0.6642449403217436,0.1,0.6014227167519589,0.5976837822552735,0.5995474203169752,150,01-02-0002,record,intersection
1,0.79875,0.5669920141969832,0.6632070576024909,0.2,0.6014227167519589,0.5976837822552735,0.5995474203169752,150,01-02-0002,record,intersection
2,0.7925,0.5625554569653949,0.6580176440062273,0.3,0.6014227167519589,0.5976837822552735,0.5995474203169752,150,01-02-0002,record,intersection
3,0.785,0.5572315882874889,0.6517903476907109,0.4,0.6014227167519589,0.5976837822552735,0.5995474203169752,150,01-02-0002,record,intersection
4,0.76,0.5394853593611357,0.6310326933056565,0.5,0.6014227167519589,0.5976837822552735,0.5995474203169752,150,01-02-0002,record,intersection
5,0.71625,0.5084294587400178,0.5947067981318112,0.6,0.6014227167519589,0.5976837822552735,0.5995474203169752,150,01-02-0002,record,intersection
6,0.58375,0.4143744454303461,0.4846912298910223,0.7,0.6014227167519589,0.5976837822552735,0.5995474203169752,150,01-02-0002,record,intersection
7,0.325,0.23070097604259096,0.2698495070057084,0.8,0.6014227167519589,0.5976837822552735,0.5995474203169752,150,01-02-0002,record,intersection
8,0.10125,0.07187222715173026,0.0840685002594707,0.9,0.6014227167519589,0.5976837822552735,0.5995474203169752,150,01-02-0002,record,intersection
0,0.8725274725274725,0.35226264418811004,0.5018963337547409,0.1,0.7045592084063598,0.3783521427546447,0.49232374545204916,175,01-02-0002,record,intersection
1,0.8681318681318682,0.35048802129547474,0.49936788874841975,0.2,0.7045592084063598,0.3783521427546447,0.49232374545204916,175,01-02-0002,record,intersection
2,0.865934065934066,0.34960070984915703,0.49810366624525926,0.3,0.7045592084063598,0.3783521427546447,0.49232374545204916,175,01-02-0002,record,intersection
